,Title,Link,Market size,Forecasted Market Size,CAGR (%),Companies,Geographies/Region,Segments,Sub-segment 1,Sub-segment 2,Sub-segment 3,Sub-segment 4,Sub-segment 5,Sub-segment 6,Sub-segment 7,Sub-segment 8,Sub-segment 9,Sub-segment 10,Sub-segment 11,Sub-segment 12,Sub-segment 13,Sub-segment 14,Sub-segment 15,Sub-segment 16,Sub-segment 17,Sub-segment 18,Sub-segment 19,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8,Level 9,Level 10,Level 11,Level 12,Level 13,Level 14
626,"Microsegmentation Market by Component (Software and Services), Security Type (Network Security, Database Security, and Application Security), Service, Organization Size, Deployment Type, Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/microsegmentation-market-213178740.html,USD 576.1 Million,"USD 2,038.7 Million",24.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,"Network Optimization Services Market by Services, Application Type (Local Network Optimization, WAN Optimization, RAN Optimization, and Data Center Optimization), Deployment Type, Organization Size, Industry Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/network-optimization-services-market-207312466.html,USD 4.40 Billion,USD 9.08 Billion,13.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,"Artificial Intelligence Platform Market by Component (Tools, Services), Deployment Mode (Cloud, On-Premises), Application (Forecasts & Prescriptive Models, Chatbots, Speech Recognition, Text Recognition), End-User, and Region  Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/artificial-intelligence-ai-platform-market-113162926.html,USD 2.12 Billion,USD 9.88 Billion,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,"Cloud Application Security Market by Component (Solutions (Cloud Application Discovery, Data Protection, Threat Protection, and Analytics & Reporting), and Services), Organization Size, Industry Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/cloud-application-security-market-61872033.html,USD 6.78 Billion,USD 13.67 Billion,None,"Cisco Systems (US), Fortinet (US), Microsoft (US), Oracle (US), Palo Alto Networks (US), Proofpoint (US), Symantec (US), Bitglass (US), CensorNet (UK), CipherCloud (US), Netskope (US), and Skyhigh Networks (US).","North America, Europe, Asia Pacific (APAC), Middle East and Africa (MEA), and Latin America","Component (solutions and services), Organization size, Industry Vertical and Region",NA,"Cloud application discovery
, Data protection
, Threat protection
, Analytics and reporting
","Support services
, Training and education services
, Consulting services ","Small and Medium-sized Enterprises (SMEs)
, Large enterprises ","Banking, Financial Services, and Insurance (BFSI)
, Government and defense
, IT and telecom
, Healthcare and life sciences
, Manufacturing
, Retail
, Others (education, and media and entertainment) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Cloud application database
Risk assessment
Application governance , 
Data loss prevention
Identity and access management
Encryption
Tokenization , 
Malware detection and prevention
Security information and event management , 
Log management
Cloud usage analytics and anomaly detection ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,"Visual Analytics Market by Component (Software and Services), Business Function (IT, Sales and Marketing, Finance, Supply Chain, and HR), Deployment Model (On-Demand and On-Premise), Organization Size, Industry, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/visual-analytics-market-147932448.html,USD 2.26 Billion,USD 6.51 Billion,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,"Telecom Order Management Market by Solution (Customer Order Management, Service Order Management, and Service Inventory Management), Service, Network Type (Wireline and Wireless), Deployment Type, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/telecom-order-management-market-240314507.html,USD 1.80 Billion,USD 3.22 Billion,10.4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,"Cloud DLP Market by Component (Solution and Service), Service (Professional, and Managed Services), Organization Size, Vertical (BFSI, Healthcare and Life Sciences, Retail and Consumer Goods), and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/cloud-dlp-market-159080741.html,USD 744.4 Million,"USD 2,508.9 Million",27.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,"IoT Engineering Services Market by Service Type (Product Engineering, Cloud & Platform Engineering, UI/UX Design, Analytics, Security, Maintenance Services), End User, Vertical (Industrial Manufacturing & Automotive), and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/iot-engineering-services-market-81528640.html,USD 8.37 Billion,USD 29.53 Billion,24.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,"Cognitive Analytics Market by Application (Fraud and Risk Management, Customer Analysis and Personalization, and Sales and Marketing Management), Component, Deployment Model, Organization Size, Industry, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/cognitive-analytics-market-143595849.html,USD 1.62 Billion,USD 10.95 Billion,42.9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,"Service Virtualization Market by Component (Software/Tools and Services), Deployment Type (On-Premises and Cloud), Service Type (Managed Services and Professional Services ), Verticals, and Regions - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/service-virtualization-market-239677209.html,USD 385.5 Million,"USD 1,040.8 Million",None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,"Multi-Cloud Management Market by Platform, Application (Metering & Billing, Infrastructure & Resource Management), Service Type (Cloud Automation, Migration & Integration), Deployment Model, Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/multi-cloud-management-market-18600020.html,"USD 1,169.5 Million","USD 4,492.7 Million",30.9%,"BMC Software (US), CenturyLink (US), Accenture (Ireland), VMware (US), DoubleHorn (US), RightScale (US), CliQr (US), Cloudyn (Israel), Dell Technologies (US), Jamcracker (US), IBM (US), Citrix (US), Sixsq (Switzerland), Cloudmore (Sweden), Turbonomic (US) ","North America, Europe, APAC, MEA, and Latin America ","Platforms Type (Internal and External Enablement), Application Type (Metering and Billing, Infrastructure and Resource Management, Provisioning, Compliance Management, Lifecycle management, Identity and Policy Management & Others), Service Type (Cloud Automation, Migration And Integration, Reporting And Analytics, Data Security And Risk Management, Monitoring And Access Management, Training And Consulting, Support And Maintenance and Others), Deployment Model (Public Vs. Private Vs. Hybrid Cloud), Organization Size, Industry Vertical, and Region ","Internal Brokerage Enablement
, External Brokerage Enablement ","Metering and Billing
, Provisioning
, Compliance Management
, Infrastructure and Resource Management
, Identity and Policy Management
, Lifecycle Management
, Others (Monitoring and Notification) ","Cloud Automation
, Data Security and Risk Management
, Migration and Integration
, Reporting and Analytics
, Monitoring and Access Management
, Training and Consulting
, Support and Maintenance
, Others (Account and User Management, Backup, and Customer Service) ","Public Cloud
, Private Cloud
, Hybrid Cloud ","BFSI
, Healthcare and Life Sciences
, Telecommunications and IT-enabled Services (ITES)
, Travel and Hospitality
, Retail and Consumer Goods
, Media and Entertainment
, Government and Public Sector
, Others (Manufacturing and Education) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
United States
Canada , 
United Kingdom
Germany
France
Rest of Europe , 
China
Japan
Australia and New Zealand
Rest of APAC , 
Middle East
Africa
Rest of Middle East , 
Brazil
Mexico
Rest of Latin America ",NA,NA,NA,NA,NA,NA,NA,NA
637,"Application Testing Services Market by Service Type (Professional, Managed), Testing Type (Functionality, Security, Automation), Delivery Model (Onshore, Offshore), Organization Size, Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/application-testing-services-market-235108129.html,USD 23.69 Billion,USD 50.14 Billion,13.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,"Middle East Cloud Infrastructure Services Market by Service Type (PaaS, IaaS, CDN/ADN, Managed Hosting, Colocation Services, and DRaaS), Service Provider, Organization Size, Deployment Model, Industry Vertical, and Country - Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/middle-east-cloud-infrastructure-service-market-232083679.html,USD 2.17 Billion,USD 8.79 Billion,27.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,"Artificial Intelligence in Retail Market by Type (Online, Offline), Technology (Machine Learning and Deep Learning, NLP), Solution, Service (Professional, Managed), Deployment Mode (Cloud, On-Premises), Application, Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/artificial-intelligence-ai-retail-market-36255973.html,USD 736.1 Million,"USD 5,034.0 Million",None,"IBM (US), Microsoft (US), Amazon Web Services (US), Oracle (US), SAP (Germany), Intel (US), NVIDIA (US), Google (US), Sentient technologies (US), Salesforce (US), and ViSenze (Singapore)","North America, Europe, Asia Pacific, Middle East & Africa, Latin America","Type, Technology, Solution, Service, Deployment Mode, Application, and Region","Online
, Offline ","Machine Learning and Deep Learning
, Natural Language Processing
, Others (Analytics and Process Automation) ","Product Recommendation and Planning
, Customer Relationship Management
, Visual Search
, Virtual Assistant
, Price Optimization
, Payment Services management
, Supply chain management and Demand Planning
, Others (Website and Content Optimization, Space Planning, Fraud Detection, and Franchise Management)","Professional Services
, Managed Services ","Cloud
, On-Premises ","Predictive Merchandising
, Programmatic Advertising
, Market Forecasting
, In-Store Visual Monitoring and Surveillance
, Location-Based Marketing
, Other (Real-Time Pricing and Incentives, and Real-Time Product Targeting) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,"Enterprise Metadata Management Market by Component (Tools, Services), Application (Governance and Compliance Management, Risk Management, Incident Management), Deployment Model, Metadata Type, Business Function, Industry Vertical - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/enterprise-metadata-management-market-18140290.html,USD 2.21 Billion,USD 7.85 Billion,24.1%,"Adaptive (US), ASG Technologies (US), Cambridge Semantics (US), CentricMinds (VIC), Collibra (US), Data Advantage Group (US), IBM (US), Informatica (US), Oracle (US), and SAP (Germany). ","North America, Europe, Asia Pacific (APAC), Middle East and Africa (MEA), and Latin America","Component (Tools, Services), Application (Governance and Compliance Management, Risk Management, Incident Management), Deployment Model, Metadata Type, Business Function, Industry Vertical","Tools
, Services
","Governance and compliance management
, Risk management
, Product and process management
, Incident management
, Others (operations management and employee performance data management) ","Business metadata
, Technical metadata
, Operational metadata ","On-premises
, Cloud ","Banking, Financial Services, and Insurance (BFSI)
, Telecommunication and IT
, Retail and eCommerce
, Healthcare and life sciences
, Manufacturing
, Government and defense
, Energy and utilities
, Media and entertainment
, Others (transportation and logistics, travel and hospitality, and education) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Managed services
Professional services

Support and maintenance
Consulting services
Education and training ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,"Cloud VPN Market by Component (Software and Services), Connectivity Type (Site-to-Site and Remote Access), Organization Size (Large Enterprises and SMEs), End User (Service Providers and Verticals), and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/cloud-vpn-market-99856038.html,USD 2.77 Billion,USD 8.78 Billion,22.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,"File Integrity Monitoring Market by Component (Software and Services), Installation Mode (Agent-based and Agentless), Deployment Mode (Cloud and On-premises), Organization Size (SMEs and Large Enterprises), Vertical, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/file-integrity-monitoring-market-109264964.html,USD 470.1 Million,USD 986.1 Million,13.86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,"Desktop Virtualization Market by Type (Virtual Desktop Infrastructure, Desktop-as-a-Service, Remote Desktop Services), Organization Size, Vertical (It & Telecom, BFSI, Education, Healthcare, Government) and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/desktop-virtualization-market-137215705.html,USD 7.08 Billion,USD 13.45 Billion,11.4%,"Citrix Systems (US), VMware (US), NComputing (South Korea), Microsoft (US), Cisco Systems (US), Oracle (US), Red Hat (US), Evolve IP (US), Huawei Technologies (China), Ericom Software (US), HPE (US), and Parallels International (US)","North America, Europe, Asia Pacific (APAC), Middle East & Africa (MEA) and Latin America ","Type, Organization size, Vertical, and Region","Virtual Desktop Infrastructure (VDI)
, Desktop-as-a-Service (DaaS) 
, Remote Desktop Services (RDS) ","Large Enterprises
, SMEs ","IT & Telecom
, BFSI
, Education 
, Healthcare
, Government
, Retail & Supply Chain Management (SCM)
, Media & Entertainment
, Manufacturing & Automotive
, Others (Oil, Energy, Utility, Travel, etc.) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,"Government Cloud Market by Solution (Cloud Storage, Disaster Recovery, Identity and Access Management, Risk and Compliance Management), Service, Service Model (IaaS, PaaS, SaaS), Deployment Model, and Region - Global Forecast to 2022",https://www.marketsandmarkets.com/Market-Reports/government-cloud-market-1170.html,USD 15.4 billion,USD 28.8 billion,13.4%,"It includes 24 major vendors, namely, AWS (US), Microsoft (US), IBM (US), Google (US), HPE (US), Oracle (US), Salesforce (US), Cisco Systems (US), Dell Technologies (US), VMware (US), Verizon (US), CGI Group (Canada), AT&T (US), SAP (Germany), NetApp (US), Informatica (US), Huddle (UK), Capgemini (France), CenturyLink (US), Citrix (US), Equinix (US), Fujitsu (Japan), NTT DATA (Japan), Red Hat (US), and NEC (Japan). ","North America, Europe, APAC, MEA, and Latin America","Type, Service Model, Deployment Model, and Region","Cloud Storage
, Disaster Recovery
, Identity and Access Management (IAM)
, Risk and compliance management
, Others (reporting and analytics, and security and vulnerability) ","Training, consulting, and education
, Support and Maintenance
, Integration and Migration ","Infrastructure as a Service (IaaS)
, Platform as a Service (PaaS)
, Software as a Service (SaaS) ","Public Cloud
, Private Cloud
, Hybrid Cloud ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
